事業者,物件名,都道府県,住所,収容台数,時間帯料金(生),最大料金(生),営業時間,満空,緯度,経度,取得日時,URL
NPC,NPC24H一橋病院第2駐車場,東京都,東京都小平市学園西町1-2-25,25,全日 終日 30分200円,全日 入庫後最大（繰返有） 24時間 600円 ; 全日 区間最大 18:00-08:00 300円,24時間,空,35.71804491,139.4795521,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/13/711
NPC,NPC24H学園東町パーキング,東京都,東京都小平市学園東町1-4,7,月～金 08:00-17:00 20分300円 ; 月～金 17:00-08:00 20分100円 ; 土日祝 終日 20分100円,土日祝 当日最大（24時切替） 900円 ; 全日 区間最大 21:00-08:00 500円,24時間,空,35.72314584,139.4810248,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/13/711
NPC,NPC24H南大塚駅前第3パーキング,埼玉県,埼玉県川越市南台2丁目2-58付近,9,全日 終日 60分220円,全日 入庫後最大（1回のみ） 12時間 700円 ; 全日 入庫後最大（繰返有） 24時間 1000円,24時間,空,35.89065537,139.4516541,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/11/554
NPC,NPC24H南大塚駅前第2パーキング,埼玉県,埼玉県川越市南台2-1-48,7,全日 終日 60分200円,全日 入庫後最大（繰返有） 24時間 800円 ; 全日 区間最大 17:00-08:00 400円,24時間,空,35.88969179,139.4528313,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/11/554
NPC,ハロー浦佐,新潟県,新潟県南魚沼市浦佐592-4,56,,全日 当日最大（24時切替） 1100円,24時間,,37.16857091,138.9226179,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/15/829
NPC,J・PARK東府中,東京都,東京都府中市清水が丘1-9,7,全日 終日 30分220円,全日 入庫後最大（繰返有） 24時間 1300円 ; 全日 区間最大 18:00-08:00 400円,24時間,空,35.66858011,139.4951295,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/13/706
NPC,NPC24H府中天神町パーキング,東京都,東京都府中市天神町4-30-1,6,全日 08:00-20:00 15分220円 ; 全日 20:00-08:00 60分110円,全日 入庫後最大（繰返有） 24時間 1200円 ; 全日 入庫後最大（繰返有） 24時間 1400円 ; 全日 区間最大 18:00-08:00 400円,24時間,空,35.6847553,139.4948771,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/13/706
NPC,NPC24H大船駅前パーキング,神奈川県,神奈川県鎌倉市大船1-3-9,256,全日 05:00-01:00 30分200円,月～金 区間最大 05:00-01:00 900円 ; 土日祝 区間最大 05:00-01:00 1100円,,空,35.3500332,139.5308643,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/14/774
NPC,NPC24H戸塚町第2パーキング,神奈川県,神奈川県横浜市戸塚区戸塚町4005,3,全日 終日 15分220円,全日 区間最大 08:00-17:00 1800円 ; 全日 区間最大 17:00-08:00 800円,24時間,空,35.39900855,139.5311719,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/14/751
NPC,NPC24H ONE FOR ALL 横浜パーキング,神奈川県,神奈川県横浜市戸塚区戸塚町157-3,31,全日 終日 20分200円,全日 当日最大（24時切替） 24時間 2000円 ; 全日 区間最大 17:00-08:00 400円,,空,35.39625846,139.53256833,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/14/751
NPC,NPC24H小平市鈴木町パーキング,東京都,東京都小平市鈴木町1-158-3、160,22,全日 終日 60分220円,全日 入庫後最大（1回のみ） 12時間 700円 ; 全日 入庫後最大（繰返有） 24時間 900円,24時間,空,35.72580461,139.496214,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/13/711
NPC,NPC24H二俣川パーキング,神奈川県,神奈川県横浜市旭区二俣川1-45,8,全日 08:00-18:00 20分220円 ; 全日 18:00-08:00 60分110円,月～土・祝 区間最大 08:00-18:00 1600円 ; 日 区間最大 08:00-18:00 1700円 ; 全日 区間最大 18:00-08:00 600円,24時間,空,35.46497608,139.5310866,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/14/753
NPC,NPC24H都立多摩北部医療センター外来駐車場,東京都,東京都東村山市青葉町1丁目7-1,136,全日 終日 30分220円 ; 全日 終日 60分100円,全日 当日最大（24時切替） 100円 ; 全日 入庫後最大（繰返有） 24時間 500円,24時間,,35.76136337,139.49230032,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/13/713
NPC,由比ガ浜地下駐車場,神奈川県,神奈川県鎌倉市由比ガ浜4-7-1,185,全日 09:00-18:00 30分210円 ; 全日 09:00-18:00 30分630円 ; 全日 06:00-21:00 30分260円 ; 全日 06:00-21:00 30分790円,全日 区間最大 18:00-09:00 1040円 ; 全日 区間最大 18:00-09:00 3140円 ; 全日 区間最大 21:00-06:00 1040円 ; 全日 区間最大 21:00-06:00 3140円,,空,35.30944274,139.54373436,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/14/774
NPC,NPC24H武蔵小金井第3パーキング,東京都,東京都小金井市本町5-9-10,10,全日 終日 20分220円,全日 入庫後最大（繰返有） 24時間 1100円 ; 全日 区間最大 16:00-08:00 200円,24時間,空,35.70176455,139.50342647,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/13/710
NPC,NPC24H武蔵小金井第2パーキング,東京都,東京都小金井市本町5-22,14,全日 08:00-18:00 30分220円 ; 全日 18:00-08:00 60分110円,全日 入庫後最大（繰返有） 24時間 1200円 ; 全日 入庫後最大（繰返有） 24時間 1100円 ; 全日 区間最大 18:00-08:00 400円,24時間,空,35.70397401,139.5056082,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/13/710
NPC,NPC24H秋津駅南口パーキング,東京都,東京都清瀬市野塩5-292,81,全日 08:00-20:00 30分300円 ; 全日 20:00-08:00 60分100円,全日 入庫後最大（繰返有） 24時間 700円,24時間,空,35.77769958,139.4967252,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/13/719
NPC,NPC24H小金井リハビリテーション病院第1駐車場,東京都,東京都小金井市前原町1-3-2,34,,,24時間,空,35.68872354,139.5127234,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/13/710
NPC,NPC24H小金井リハビリテーション病院第2駐車場,東京都,東京都小金井市前原町1-3-27,23,全日 08:00-18:00 60分300円 ; 全日 18:00-08:00 60分100円,全日 区間最大 08:00-18:00 1000円 ; 全日 区間最大 18:00-08:00 500円,24時間,空,35.68942389,139.51300421,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/13/710
NPC,NPC24H白糸台第2パーキング,東京都,東京都府中市白糸台3-15-3,16,全日 終日 40分220円 ; 特定日のみ 終日 15分220円,全日 入庫後最大（繰返有） 24時間 1000円 ; 特定日のみ 入庫後最大（繰返有） 24時間 2500円,24時間,空,35.66484891,139.5174885,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/13/706
NPC,NPC24H材木座4丁目パーキング,神奈川県,神奈川県鎌倉市材木座4-4-21,10,全日 終日 30分220円,月～金 当日最大（24時切替） 1500円 ; 土日祝 当日最大（24時切替） 2000円 ; 全日 区間最大 18:00-09:00 500円,24時間,満車,35.30748597,139.5527164,2026-08-03T02:12:19.643Z,https://parking.npc-npc.co.jp/p/14/774
NPC,NPC24H桂町パーキング,神奈川県,神奈川県横浜市栄区桂町159-5,10,全日 終日 20分220円,月～金 入庫後最大（繰返有） 24時間 1700円 ; 土日祝 入庫後最大（繰返有） 24時間 900円 ; 全日 区間最大 18:00-08:00 400円,24時間,空,35.36172967,139.55118794,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/14/756
NPC,NPC24H白糸台第3パーキング,東京都,東京都府中市白糸台6-5-1,12,全日 終日 30分220円 ; 特定日のみ 終日 10分110円,全日 入庫後最大（繰返有） 24時間 1000円,24時間,空,35.6636003,139.5198573,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/13/706
NPC,NPC24H川越駅西口パーキング,埼玉県,埼玉県川越市旭町1-3-71,11,,全日 入庫後最大（繰返有） 24時間 800円 ; 全日 区間最大 18:00-08:00 500円,24時間,,35.90262322,139.4771135,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/11/554
NPC,NPC24H鶴ヶ峰駅前パーキング,神奈川県,神奈川県横浜市旭区鶴ヶ峰1-20,13,全日 08:00-22:00 30分330円 ; 全日 22:00-08:00 30分110円,全日 入庫後最大（繰返有） 24時間 1200円 ; 全日 入庫後最大（繰返有） 24時間 1500円,24時間,空,35.47446292,139.5482289,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/14/753
NPC,NPC24H東戸塚パーキング,神奈川県,神奈川県横浜市戸塚区川上町88-14,9,全日 08:00-00:00 20分220円 ; 全日 00:00-08:00 60分110円,全日 入庫後最大（繰返有） 12時間 2400円 ; 全日 区間最大 17:00-08:00 800円,24時間,空,35.43231219,139.5552096,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/14/751
NPC,NPC24Hオリンピック東戸塚店パーキング,神奈川県,神奈川県横浜市戸塚区川上町52-1,586,,全日 区間最大 07:00-22:00 600円 ; 全日 区間最大 22:00-07:00 300円,,空,35.42796655,139.5557211,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/14/751
NPC,NPC24H本川越駅前パーキング,埼玉県,埼玉県川越市新富町1-13-1付近,22,全日 終日 30分200円,全日 入庫後最大（繰返有） 24時間 1200円 ; 全日 区間最大 22:00-08:00 700円,24時間,空,35.91543628,139.4836848,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/11/554
NPC,NPC24Hまるひろ東口立体駐車場,埼玉県,埼玉県川越市新富町2丁目19番,164,全日 終日 30分200円,月～金 入庫後最大（繰返有） 24時間 600円 ; 土日祝 入庫後最大（繰返有） 24時間 700円,24時間,,35.91373316,139.4843436,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/11/554
NPC,NPC24Hまるひろ東口第5・第6駐車場,埼玉県,埼玉県川越市通町22-3、23-1他,106,,,,,35.9130554,139.48481025,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/11/554
NPC,NPC24Hまるひろ東口第1・第8駐車場,埼玉県,埼玉県川越市通町5-10、他,303,,,,,35.91260443,139.48491455,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/11/554
NPC,NPC24H川越大手町パーキング,埼玉県,埼玉県川越市大手町3-4,23,全日 終日 30分220円,月～金 当日最大（24時切替） 24時間 600円 ; 土日祝 当日最大（24時切替） 24時間 1300円 ; 全日 区間最大 18:00-09:00 300円,24時間,空,35.92279341,139.4848733,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/11/554
NPC,NPC24H京王閣・京王多摩川駅前パーキング,東京都,東京都調布市多摩川4-36,62,全日 終日 15分100円,通常日のみ 入庫後最大（繰返有） 24時間 400円 ; 特定日のみ 入庫後最大（繰返有） 24時間 2000円,,空,35.64409869,139.5353981,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/13/708
NPC,NPC24H逗子黒門駐車場,神奈川県,神奈川県逗子市新宿1-4-7,36,全日 終日 30分500円,月～金 入庫後最大（繰返有） 6時間 2800円,24時間,空,35.29061361,139.5738443,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/14/778
NPC,NPC24Hレッドロブスター逗子店パーキング,神奈川県,神奈川県逗子市桜山8-11-11,23,月～金 10:00-22:00 20分100円 ; 土日祝 10:00-22:00 20分200円 ; 全日 22:00-10:00 60分100円,全日 区間最大 22:00-10:00 500円,24時間,空,35.28753939,139.5745527,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/14/778
NPC,NPC24H調布第1パーキング,東京都,東京都調布市小島町1-32-4,40,全日 終日 30分300円,全日 入庫後最大（繰返有） 12時間 1700円,24時間,空,35.65377892,139.5416678,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/13/708
NPC,J・PARK小島町,東京都,東京都調布市小島町1-32,15,全日 終日 20分200円,全日 入庫後最大（繰返有） 12時間 1500円,24時間,混雑,35.6537521,139.5417856,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/13/708
NPC,NPC24Hオーケー逗子店パーキング,神奈川県,神奈川県逗子市逗子1-11-17,124,月～金 08:00-20:00 30分200円 ; 土日祝 08:00-20:00 30分300円 ; 全日 20:00-08:00 60分100円,月～金 入庫後最大（繰返有） 24時間 1600円 ; 土日祝 入庫後最大（繰返有） 24時間 2000円 ; 全日 区間最大 19:00-10:00 500円,,空,35.29693511,139.5758566,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/14/778
NPC,NPC24Hグランケアあざみ野パーキング,神奈川県,神奈川県横浜市青葉区新石川1-7-1,8,全日 08:00-18:00 15分200円 ; 全日 18:00-08:00 30分100円,全日 入庫後最大（繰返有） 24時間 1600円 ; 全日 区間最大 18:00-08:00 600円,24時間,空,35.56941051,139.5549662,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/14/758
NPC,NPC24H調布第4パーキング,東京都,東京都調布市布田1-26-10,7,全日 08:00-22:00 20分330円 ; 全日 22:00-08:00 60分330円,全日 入庫後最大（繰返有） 3時間 2200円,24時間,空,35.65272164,139.5457171,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/13/708
NPC,NPC24H吹上駅北口パーキング,埼玉県,埼玉県鴻巣市吹上本町2丁目12-21,24,全日 終日 60分200円,全日 入庫後最大（繰返有） 24時間 350円,24時間,空,36.1041481,139.4555864,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/11/567
NPC,J・PARK田無第3,東京都,東京都西東京市田無町5-7-10,30,全日 10:00-23:00 30分200円 ; 全日 23:00-10:00 60分200円,月～金 区間最大 10:00-23:00 1500円 ; 全日 区間最大 23:00-10:00 600円,24時間,空,35.73053769,139.5367461,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/13/726
NPC,NPC24H上福岡第1パーキング,埼玉県,埼玉県ふじみ野市上福岡1-7,13,月～金 09:00-15:00 10分100円 ; 土日祝 09:00-15:00 30分100円 ; 全日 15:00-09:00 60分100円,月～金 当日最大（24時切替） 1300円 ; 土・日・祝 当日最大（24時切替） 600円 ; 全日 区間最大 15:00-09:00 400円,24時間,空,35.87529398,139.5126336,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/11/591
NPC,NPC24H西原町パーキング,東京都,東京都西東京市西原町1-2,8,全日 08:00-20:00 30分220円 ; 全日 20:00-08:00 30分110円,全日 区間最大 08:00-20:00 1100円 ; 全日 区間最大 20:00-08:00 400円,24時間,空,35.73205882,139.5397613,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/13/726
NPC,NPC24H田無駅前パーキング,東京都,東京都西東京市田無町2-11-1,6,全日 終日 25分200円,全日 区間最大 08:00-20:00 1400円 ; 全日 区間最大 20:00-08:00 400円,24時間,空,35.72768552,139.5413643,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/13/726
NPC,NPC24Hひばりが丘第2パーキング,東京都,東京都西東京市ひばりが丘1-11-12,7,全日 終日 30分110円,全日 入庫後最大（繰返有） 24時間 700円 ; 全日 区間最大 18:00-08:00 300円,24時間,空,35.74930736,139.538651,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/13/726
NPC,NPC24H日野2丁目パーキング,神奈川県,神奈川県横浜市港南区日野2-48-14,14,全日 終日 30分220円,全日 入庫後最大（繰返有） 24時間 1100円 ; 全日 区間最大 17:00-08:00 400円,24時間,空,35.40169159,139.58103316,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/14/752
NPC,NPC24H向ヶ丘遊園駅北口第5パーキング,神奈川県,神奈川県川崎市多摩区登戸1658,20,全日 終日 30分220円,全日 入庫後最大（繰返有） 24時間 1000円 ; 全日 区間最大 18:00-08:00 400円,24時間,空,35.61770782,139.55943608,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/14/765
NPC,NPC24H上星川パーキング,神奈川県,神奈川県横浜市保土ケ谷区上星川2-9,8,全日 終日 30分330円,全日 入庫後最大（繰返有） 24時間 1400円 ; 全日 区間最大 18:00-08:00 500円,24時間,空,35.47191328,139.5759759,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/14/747
NPC,NPC24H向ヶ丘遊園駅北口第4パーキング,神奈川県,神奈川県川崎市多摩区登戸1650,15,全日 終日 30分220円,全日 入庫後最大（繰返有） 24時間 1000円 ; 全日 区間最大 18:00-08:00 400円,24時間,空,35.61744079,139.55975671,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/14/765
NPC,NPC24H田無第2パーキング,東京都,東京都西東京市田無町2-19-1,5,全日 08:00-20:00 30分300円 ; 全日 20:00-08:00 60分100円,全日 入庫後最大（繰返有） 12時間 1100円,24時間,空,35.72789823,139.5437947,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/13/726
NPC,NPC24H田無第4パーキング,東京都,東京都西東京市田無町2-15,3,全日 終日 40分220円,全日 入庫後最大（繰返有） 24時間 1300円 ; 全日 区間最大 18:00-08:00 500円,24時間,空,35.72825965,139.5442366,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/13/726
NPC,NPC24H向ヶ丘遊園駅北口第1パーキング,神奈川県,神奈川県川崎市多摩区登戸1874-3,39,全日 終日 30分220円,全日 入庫後最大（繰返有） 24時間 1200円 ; 全日 区間最大 18:00-08:00 400円,24時間,空,35.61819468,139.5635337,2026-07-16T02:03:36.433Z,https://parking.npc-npc.co.jp/p/14/765
NPC,NPC24H向ヶ丘遊園駅北口第3パーキング,神奈川県,神奈川県川崎市多摩区登戸1842,8,全日 終日 30分220円,全日 当日最大（24時切替） 800円 ; 全日 区間最大 18:00-08:00 300円,24時間,空,35.61946163,139.56339575,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/14/765
NPC,NPC24H向ヶ丘遊園駅北口第2パーキング,神奈川県,神奈川県川崎市多摩区登戸1864,22,全日 終日 30分220円,全日 入庫後最大（繰返有） 12時間 1000円 ; 全日 区間最大 18:00-08:00 300円,24時間,空,35.6189842,139.56362869,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/14/765
